"","State","Year","Month","civil_noninstitutionalpop","laborforce","percentlaborforce","totalemploy","peremploy","totalunemploy","unemployrate"
"16724","Nebraska","2002","April",1296857,952909,73.5,917876,70.8,35033,3.7
"16725","Nevada","2002","April",1623098,1127812,69.5,1061797,65.4,66015,5.9
"16726","New Hampshire","2002","April",977104,701174,71.8,669789,68.5,31385,4.5
"16727","New Jersey","2002","April",6525347,4349956,66.7,4097424,62.8,252532,5.8
"16728","New Mexico","2002","April",1368206,872029,63.7,823387,60.2,48642,5.6
"16729","New York","2002","April",14712306,9270959,63,8690160,59.1,580799,6.3
"16732","North Dakota","2002","April",484459,340657,70.3,327898,67.7,12759,3.7
"16733","Ohio","2002","April",8698086,5856221,67.3,5512929,63.4,343292,5.9
"16734","Oklahoma","2002","April",2606960,1690766,64.9,1613176,61.9,77590,4.6
"16735","Oregon","2002","April",2712033,1831835,67.5,1691798,62.4,140037,7.6
"16736","Pennsylvania","2002","April",9546247,6229968,65.3,5877320,61.6,352648,5.7
"16737","Rhode Island","2002","April",826076,547827,66.3,521033,63.1,26794,4.9
"16738","South Carolina","2002","April",3090857,1942063,62.8,1829027,59.2,113036,5.8
"16739","South Dakota","2002","April",569935,416157,73,402630,70.6,13527,3.3
"16740","Tennessee","2002","April",4434095,2902520,65.5,2744259,61.9,158261,5.5
"16741","Texas","2002","April",15719749,10708581,68.1,10030094,63.8,678487,6.3
"16742","Utah","2002","April",1648148,1182937,71.8,1114401,67.6,68536,5.8
"16743","Vermont","2002","April",482348,342693,71,329350,68.3,13343,3.9
"16744","Virginia","2002","April",5438518,3717044,68.3,3558295,65.4,158749,4.3
"16745","Washington","2002","April",4587299,3072174,67,2840789,61.9,231385,7.5
"16746","West Virginia","2002","April",1427380,802881,56.2,755091,52.9,47790,6
"16747","Wisconsin","2002","April",4160519,3016132,72.5,2852098,68.6,164034,5.4
"16748","Wyoming","2002","April",378392,269001,71.1,258128,68.2,10873,4
"16749","Alabama","2002","May",3401328,2101094,61.8,1976286,58.1,124808,5.9
"16750","Alaska","2002","May",451047,325477,72.2,301792,66.9,23685,7.3
"16751","Arizona","2002","May",4049916,2677719,66.1,2511585,62,166134,6.2
"16752","Arkansas","2002","May",2050547,1271765,62,1201455,58.6,70310,5.5
"16753","California","2002","May",25833940,17262916,66.8,16112536,62.4,1150380,6.7
"16755","Colorado","2002","May",3399138,2442340,71.9,2306524,67.9,135816,5.6
"16756","Connecticut","2002","May",2628719,1773859,67.5,1701766,64.7,72093,4.1
"16757","Delaware","2002","May",611867,418022,68.3,400708,65.5,17314,4.1
"16758","District of Columbia","2002","May",461658,307332,66.6,287641,62.3,19691,6.4
"16759","Florida","2002","May",12959162,8104677,62.5,7641177,59,463500,5.7
"16760","Georgia","2002","May",6334589,4318560,68.2,4100661,64.7,217899,5
"16761","Hawaii","2002","May",913889,600797,65.7,574834,62.9,25963,4.3
"16762","Idaho","2002","May",985659,683866,69.4,645579,65.5,38287,5.6
"16763","Illinois","2002","May",9456254,6366793,67.3,5944389,62.9,422404,6.6
"16764","Indiana","2002","May",4651908,3168968,68.1,3000934,64.5,168034,5.3
"16765","Iowa","2002","May",2245018,1642822,73.2,1577259,70.3,65563,4
"16766","Kansas","2002","May",2026012,1409538,69.6,1337992,66,71546,5.1
"16767","Kentucky","2002","May",3125031,1941367,62.1,1833133,58.7,108234,5.6
"16768","Louisiana","2002","May",3306659,2003276,60.6,1878703,56.8,124573,6.2
"16769","Maine","2002","May",1014188,674645,66.5,645712,63.7,28933,4.3
"16770","Maryland","2002","May",4099229,2872163,70.1,2743182,66.9,128981,4.5
"16771","Massachusetts","2002","May",5001592,3440191,68.8,3259336,65.2,180855,5.3
"16772","Michigan","2002","May",7613320,5021742,66,4702461,61.8,319281,6.4
"16773","Minnesota","2002","May",3817273,2858867,74.9,2727019,71.4,131848,4.6
"16774","Mississippi","2002","May",2110317,1285575,60.9,1199077,56.8,86498,6.7
"16775","Missouri","2002","May",4304730,2997507,69.6,2832314,65.8,165193,5.5
"16776","Montana","2002","May",698870,466455,66.7,445756,63.8,20699,4.4
"16777","Nebraska","2002","May",1297541,953344,73.5,918289,70.8,35055,3.7
"16778","Nevada","2002","May",1627566,1128640,69.3,1063792,65.4,64848,5.7
"16779","New Hampshire","2002","May",978369,701678,71.7,670208,68.5,31470,4.5
"16780","New Jersey","2002","May",6529085,4348920,66.6,4096381,62.7,252539,5.8
"16781","New Mexico","2002","May",1369866,873866,63.8,824765,60.2,49101,5.6
"16782","New York","2002","May",14719348,9282338,63.1,8705625,59.1,576713,6.2
"16785","North Dakota","2002","May",484485,340765,70.3,327911,67.7,12854,3.8
"16786","Ohio","2002","May",8701460,5855368,67.3,5512726,63.4,342642,5.9
"16787","Oklahoma","2002","May",2608481,1689579,64.8,1612438,61.8,77141,4.6
"16788","Oregon","2002","May",2715529,1832261,67.5,1695435,62.4,136826,7.5
"16789","Pennsylvania","2002","May",9549866,6231693,65.3,5880649,61.6,351044,5.6
"16790","Rhode Island","2002","May",826768,548548,66.3,521560,63.1,26988,4.9
"16791","South Carolina","2002","May",3093596,1945113,62.9,1832928,59.2,112185,5.8
"16792","South Dakota","2002","May",570347,416667,73.1,403482,70.7,13185,3.2
"16793","Tennessee","2002","May",4437612,2904916,65.5,2752320,62,152596,5.3
"16794","Texas","2002","May",15742777,10730748,68.2,10046541,63.8,684207,6.4
"16795","Utah","2002","May",1651119,1183407,71.7,1114168,67.5,69239,5.9
"16796","Vermont","2002","May",482761,343237,71.1,329749,68.3,13488,3.9
"16797","Virginia","2002","May",5444702,3725790,68.4,3567280,65.5,158510,4.3
"16798","Washington","2002","May",4592891,3078585,67,2848197,62,230388,7.5
"16799","West Virginia","2002","May",1427582,802003,56.2,753901,52.8,48102,6
"16800","Wisconsin","2002","May",4164122,3017413,72.5,2854684,68.6,162729,5.4
"16801","Wyoming","2002","May",378808,269005,71,258152,68.1,10853,4
"16802","Alabama","2002","June",3402356,2102315,61.8,1978346,58.1,123969,5.9
"16803","Alaska","2002","June",451808,325917,72.1,301912,66.8,24005,7.4
"16804","Arizona","2002","June",4059426,2684673,66.1,2518038,62,166635,6.2
"16805","Arkansas","2002","June",2051705,1273821,62.1,1204166,58.7,69655,5.5
"16806","California","2002","June",25863088,17270121,66.8,16119993,62.3,1150128,6.7
"16808","Colorado","2002","June",3404075,2445382,71.8,2309657,67.8,135725,5.6
"16809","Connecticut","2002","June",2630600,1777494,67.6,1701899,64.7,75595,4.3
"16810","Delaware","2002","June",612606,417098,68.1,399987,65.3,17111,4.1
"16811","District of Columbia","2002","June",461677,306697,66.4,287262,62.2,19435,6.3
"16812","Florida","2002","June",12981925,8119064,62.5,7660715,59,458349,5.6
"16813","Georgia","2002","June",6344978,4327148,68.2,4111199,64.8,215949,5
"16814","Hawaii","2002","June",914553,600256,65.6,575041,62.9,25215,4.2
"16815","Idaho","2002","June",987341,684134,69.3,646432,65.5,37702,5.5
"16816","Illinois","2002","June",9461164,6354773,67.2,5933606,62.7,421167,6.6
"16817","Indiana","2002","June",4654304,3174658,68.2,3008810,64.6,165848,5.2
"16818","Iowa","2002","June",2245696,1644237,73.2,1578577,70.3,65660,4
"16819","Kansas","2002","June",2027326,1412696,69.7,1340914,66.1,71782,5.1
"16820","Kentucky","2002","June",3127066,1941219,62.1,1833387,58.6,107832,5.6
"16821","Louisiana","2002","June",3307869,2004543,60.6,1880563,56.9,123980,6.2
"16822","Maine","2002","June",1015204,675534,66.5,646385,63.7,29149,4.3
"16823","Maryland","2002","June",4104114,2871831,70,2744804,66.9,127027,4.4
"16824","Massachusetts","2002","June",5004538,3444184,68.8,3260709,65.2,183475,5.3
"16825","Michigan","2002","June",7617506,5017247,65.9,4701588,61.7,315659,6.3
"16826","Minnesota","2002","June",3821031,2858876,74.8,2728839,71.4,130037,4.5
"16827","Mississippi","2002","June",2111014,1285545,60.9,1200198,56.9,85347,6.6
"16828","Missouri","2002","June",4308070,2999250,69.6,2835065,65.8,164185,5.5
"16829","Montana","2002","June",699484,466612,66.7,446191,63.8,20421,4.4
"16830","Nebraska","2002","June",1298295,953772,73.5,918812,70.8,34960,3.7
"16831","Nevada","2002","June",1632156,1129412,69.2,1065703,65.3,63709,5.6
"16832","New Hampshire","2002","June",979672,702228,71.7,670711,68.5,31517,4.5
"16833","New Jersey","2002","June",6533268,4347731,66.5,4096200,62.7,251531,5.8
"16834","New Mexico","2002","June",1371676,875389,63.8,826113,60.2,49276,5.6
"16835","New York","2002","June",14727246,9290709,63.1,8720823,59.2,569886,6.1
"16838","North Dakota","2002","June",484549,340785,70.3,327920,67.7,12865,3.8
"16839","Ohio","2002","June",8705279,5853654,67.2,5514289,63.3,339365,5.8
"16840","Oklahoma","2002","June",2610169,1687986,64.7,1611267,61.7,76719,4.5
"16841","Oregon","2002","June",2719230,1833629,67.4,1699282,62.5,134347,7.3
"16842","Pennsylvania","2002","June",9554009,6231503,65.2,5883211,61.6,348292,5.6
"16843","Rhode Island","2002","June",827595,549328,66.4,522129,63.1,27199,5
"16844","South Carolina","2002","June",3096466,1948185,62.9,1836899,59.3,111286,5.7
"16845","South Dakota","2002","June",570782,417206,73.1,404324,70.8,12882,3.1
"16846","Tennessee","2002","June",4441378,2907692,65.5,2760283,62.1,147409,5.1
"16847","Texas","2002","June",15766911,10752818,68.2,10064739,63.8,688079,6.4
"16848","Utah","2002","June",1654153,1184008,71.6,1114265,67.4,69743,5.9
"16849","Vermont","2002","June",483209,343609,71.1,329992,68.3,13617,4
"16850","Virginia","2002","June",5451225,3733928,68.5,3576246,65.6,157682,4.2
"16851","Washington","2002","June",4598753,3085074,67.1,2856246,62.1,228828,7.4
"16852","West Virginia","2002","June",1427862,801088,56.1,753031,52.7,48057,6
"16853","Wisconsin","2002","June",4167960,3019380,72.4,2858081,68.6,161299,5.3
"16854","Wyoming","2002","June",379237,269030,70.9,258261,68.1,10769,4
"16855","Alabama","2002","July",3403420,2104378,61.8,1981080,58.2,123298,5.9
"16856","Alaska","2002","July",452597,326424,72.1,302182,66.8,24242,7.4
"16857","Arizona","2002","July",4068974,2690684,66.1,2523875,62,166809,6.2
"16858","Arkansas","2002","July",2052905,1275178,62.1,1206136,58.8,69042,5.4
"16859","California","2002","July",25892172,17275032,66.7,16125771,62.3,1149261,6.7
"16861","Colorado","2002","July",3409041,2448066,71.8,2312269,67.8,135797,5.5
"16862","Connecticut","2002","July",2632445,1780673,67.6,1701534,64.6,79139,4.4
"16863","Delaware","2002","July",613315,416179,67.9,399363,65.1,16816,4
"16864","District of Columbia","2002","July",461714,305918,66.3,286718,62.1,19200,6.3
"16865","Florida","2002","July",13004706,8133037,62.5,7679431,59.1,453606,5.6
"16866","Georgia","2002","July",6355530,4335380,68.2,4121149,64.8,214231,4.9
"16867","Hawaii","2002","July",915205,599829,65.5,575298,62.9,24531,4.1
"16868","Idaho","2002","July",988987,684482,69.2,647203,65.4,37279,5.4
"16869","Illinois","2002","July",9466124,6342680,67,5924209,62.6,418471,6.6
"16870","Indiana","2002","July",4656712,3179384,68.3,3015738,64.8,163646,5.1
"16871","Iowa","2002","July",2246337,1644344,73.2,1578679,70.3,65665,4
"16872","Kansas","2002","July",2028625,1415695,69.8,1343655,66.2,72040,5.1
"16873","Kentucky","2002","July",3129155,1941723,62.1,1833697,58.6,108026,5.6
"16874","Louisiana","2002","July",3309155,2005338,60.6,1882405,56.9,122933,6.1
"16875","Maine","2002","July",1016191,676234,66.5,646933,63.7,29301,4.3
"16876","Maryland","2002","July",4109054,2871358,69.9,2746152,66.8,125206,4.4
"16877","Massachusetts","2002","July",5007522,3446826,68.8,3261103,65.1,185723,5.4
"16878","Michigan","2002","July",7621745,5012665,65.8,4701383,61.7,311282,6.2
"16879","Minnesota","2002","July",3824792,2858854,74.7,2730845,71.4,128009,4.5
"16880","Mississippi","2002","July",2111700,1285530,60.9,1201432,56.9,84098,6.5
"16881","Missouri","2002","July",4311449,3000910,69.6,2838498,65.8,162412,5.4
"16882","Montana","2002","July",700089,466872,66.7,446691,63.8,20181,4.3
"16883","Nebraska","2002","July",1299061,954114,73.4,919289,70.8,34825,3.6
"16884","Nevada","2002","July",1636758,1130178,69,1067504,65.2,62674,5.5
"16885","New Hampshire","2002","July",980968,702845,71.6,671245,68.4,31600,4.5
"16886","New Jersey","2002","July",6537458,4347047,66.5,4096402,62.7,250645,5.8
"16887","New Mexico","2002","July",1373468,876573,63.8,827365,60.2,49208,5.6
"16888","New York","2002","July",14735197,9296003,63.1,8733001,59.3,563002,6.1
"16891","North Dakota","2002","July",484597,340751,70.3,327916,67.7,12835,3.8
"16892","Ohio","2002","July",8709127,5851421,67.2,5516391,63.3,335030,5.7
"16893","Oklahoma","2002","July",2611859,1686189,64.6,1609586,61.6,76603,4.5
"16894","Oregon","2002","July",2722882,1835573,67.4,1702586,62.5,132987,7.2
"16895","Pennsylvania","2002","July",9558096,6229462,65.2,5883582,61.6,345880,5.6
"16896","Rhode Island","2002","July",828345,550232,66.4,522806,63.1,27426,5
"16897","South Carolina","2002","July",3099393,1950775,62.9,1840297,59.4,110478,5.7
"16898","South Dakota","2002","July",571214,417739,73.1,405043,70.9,12696,3
"16899","Tennessee","2002","July",4445160,2910354,65.5,2767031,62.2,143323,4.9
"16900","Texas","2002","July",15791186,10772775,68.2,10082329,63.8,690446,6.4
"16901","Utah","2002","July",1657216,1185032,71.5,1114916,67.3,70116,5.9
"16902","Vermont","2002","July",483617,343835,71.1,330089,68.3,13746,4
"16903","Virginia","2002","July",5457742,3740424,68.5,3583823,65.7,156601,4.2
"16904","Washington","2002","July",4604606,3090932,67.1,2863739,62.2,227193,7.4
"16905","West Virginia","2002","July",1428122,800167,56,752311,52.7,47856,6
"16906","Wisconsin","2002","July",4171808,3022163,72.4,2861930,68.6,160233,5.3
"16907","Wyoming","2002","July",379662,269126,70.9,258435,68.1,10691,4
"16908","Alabama","2002","August",3405507,2106933,61.9,1984055,58.3,122878,5.8
"16909","Alaska","2002","August",453243,327025,72.2,302619,66.8,24406,7.5
"16910","Arizona","2002","August",4078506,2695440,66.1,2528685,62,166755,6.2
"16911","Arkansas","2002","August",2054532,1275970,62.1,1207310,58.8,68660,5.4
"16912","California","2002","August",25923440,17278152,66.7,16128306,62.2,1149846,6.7
"16914","Colorado","2002","August",3413275,2450153,71.8,2314047,67.8,136106,5.6
"16915","Connecticut","2002","August",2634571,1783351,67.7,1700700,64.6,82651,4.6
"16916","Delaware","2002","August",614168,415329,67.6,398816,64.9,16513,4
"16917","District of Columbia","2002","August",461715,305127,66.1,286080,62,19047,6.2
"16918","Florida","2002","August",13027230,8144483,62.5,7695145,59.1,449338,5.5
"16919","Georgia","2002","August",6365990,4343364,68.2,4129711,64.9,213653,4.9
"16920","Hawaii","2002","August",915763,599452,65.5,575594,62.9,23858,4
"16921","Idaho","2002","August",990626,685003,69.1,647876,65.4,37127,5.4
"16922","Illinois","2002","August",9471904,6330880,66.8,5915488,62.5,415392,6.6
"16923","Indiana","2002","August",4660120,3181988,68.3,3020396,64.8,161592,5.1
"16924","Iowa","2002","August",2247235,1642994,73.1,1577309,70.2,65685,4
"16925","Kansas","2002","August",2030028,1418294,69.9,1345988,66.3,72306,5.1
"16926","Kentucky","2002","August",3132038,1942593,62,1833887,58.6,108706,5.6
"16927","Louisiana","2002","August",3311148,2005482,60.6,1883734,56.9,121748,6.1
"16928","Maine","2002","August",1017263,676764,66.5,647299,63.6,29465,4.4
"16929","Maryland","2002","August",4113818,2871016,69.8,2747169,66.8,123847,4.3
"16930","Massachusetts","2002","August",5010165,3448035,68.8,3260397,65.1,187638,5.4
"16931","Michigan","2002","August",7626953,5007996,65.7,4700589,61.6,307407,6.1
"16932","Minnesota","2002","August",3828391,2858893,74.7,2732535,71.4,126358,4.4
"16933","Mississippi","2002","August",2112746,1285687,60.9,1202524,56.9,83163,6.5
"16934","Missouri","2002","August",4315054,3002687,69.6,2841988,65.9,160699,5.4
"16935","Montana","2002","August",700879,467295,66.7,447221,63.8,20074,4.3
"16936","Nebraska","2002","August",1299957,954493,73.4,919758,70.8,34735,3.6
"16937","Nevada","2002","August",1641510,1131023,68.9,1069259,65.1,61764,5.5
"16938","New Hampshire","2002","August",982164,703499,71.6,671758,68.4,31741,4.5
"16939","New Jersey","2002","August",6541685,4347177,66.5,4096464,62.6,250713,5.8
"16940","New Mexico","2002","August",1375264,877528,63.8,828482,60.2,49046,5.6
"16941","New York","2002","August",14745511,9299070,63.1,8740114,59.3,558956,6
"16944","North Dakota","2002","August",484725,340695,70.3,327898,67.6,12797,3.8
"16945","Ohio","2002","August",8714246,5849703,67.1,5518179,63.3,331524,5.7
"16946","Oklahoma","2002","August",2613541,1684630,64.5,1607498,61.5,77132,4.6
"16947","Oregon","2002","August",2726154,1837529,67.4,1704748,62.5,132781,7.2
"16948","Pennsylvania","2002","August",9563962,6225784,65.1,5880581,61.5,345203,5.5
"16949","Rhode Island","2002","August",829021,551332,66.5,523632,63.2,27700,5
"16950","South Carolina","2002","August",3102735,1953182,63,1842845,59.4,110337,5.6
"16951","South Dakota","2002","August",571710,418257,73.2,405598,70.9,12659,3
"16952","Tennessee","2002","August",4449931,2912378,65.4,2771680,62.3,140698,4.8
"16953","Texas","2002","August",15815630,10789218,68.2,10096869,63.8,692349,6.4
"16954","Utah","2002","August",1660075,1186466,71.5,1116092,67.2,70374,5.9
"16955","Vermont","2002","August",484042,343993,71.1,330089,68.2,13904,4
"16956","Virginia","2002","August",5463319,3744810,68.5,3589040,65.7,155770,4.2
"16957","Washington","2002","August",4609900,3095528,67.1,2869610,62.2,225918,7.3
"16958","West Virginia","2002","August",1428658,799226,55.9,751562,52.6,47664,6
"16959","Wisconsin","2002","August",4175782,3025851,72.5,2865830,68.6,160021,5.3
